학교,과목,학년(학년군),성취기준 코드,성취기준 내용
고등학교,행성우주과학,선택과목,[12행우01-03],"태양계를 지배하는 힘이 태양의 중력임을 이해하고, 케플러의 세 가지 법칙을 이용하여 태양계 구성 천체들의 운동을 설명할 수 있다. "
고등학교,행성우주과학,선택과목,[12행우01-04],"행성과 소천체의 정의를 구분하여 이해하고, 소천체 탐사 자료를 통해 이들의 특징을 추론할 수 있다. "
고등학교,행성우주과학,선택과목,[12행우01-05],"외계 행성계 탐사의 원리를 이해하고, 외계 행성에 생명체가 존재할 수 있는 조건과 외계 생명체의 존재 가능성에 대해 논증할 수 있다. "
고등학교,행성우주과학,선택과목,[12행우02-01],"태양의 광구와 대기에서 나타나는 현상을 설명하고, 이러한 현상이 다양한 파장의 관측 자료에서 어떻게 나타나는지 비교·분석할 수 있다. "
고등학교,행성우주과학,선택과목,[12행우02-02],별의 시차와 밝기를 이용하여 거리를 측정하는 다양한 방법을 비교·평가할 수 있다. 
고등학교,행성우주과학,선택과목,[12행우02-03],"별의 시선속도와 접선속도의 합으로 공간 운동이 나타남을 이해하고, 별자리를 구성하는 별들의 장시간에 걸친 형태 변화를 추론할 수 있다. "
고등학교,행성우주과학,선택과목,[12행우02-04],"쌍성의 관측 자료를 이용하여 항성의 질량을 직접적으로 구할 수 있음을 이해하고, 질량-광도 관계를 이용하여 쌍성이 아닌 별의 질량을 구할 수 있다. "
고등학교,행성우주과학,선택과목,[12행우02-05],"광도곡선의 특징을 비교하여 맥동변광성과 폭발 변광성을 구분하고, 폭발 변광성 중 초신성 관측 자료를 통해 알 수 있는 과학적 사실을 추론할 수 있다. "
고등학교,행성우주과학,선택과목,[12행우03-01],"성단의 C-M도를 이용하여 성단의 나이와 거리를 비교하고, 맥동변광성의 주기-광도 관계를 이용하여 우리은하의 구조와 규모를 추론할 수 있다. "
고등학교,행성우주과학,선택과목,[12행우03-02],"성간 소광 자료를 통해 성간 티끌의 존재를 추론하고, 성간 티끌의 특징을 설명할 수 있다. "
고등학교,행성우주과학,선택과목,[12행우03-03],은하의 회전 속도 곡선을 이용하여 질량 분포를 이해하고 은하에 빛을 내지 않는 물질의 존재를 추론할 수 있다. 
고등학교,행성우주과학,선택과목,[12행우03-04],"대규모로 이루어진 외부은하의 적색 편이 탐사의 성과를 이해하고, 은하의 공간 분포를 파악함에 있어서 분광 관측 자료의 중요성을 인식할 수 있다. "
고등학교,행성우주과학,선택과목,[12행우03-05],"은하의 공간 분포 자료를 통해 은하의 집단을 이해하고, 은하 장성, 보이드 등 우주의 거시적인 구조를 현대 우주론과 관련지어 설명할 수 있다. "
고등학교,과학의 역사와 문화,선택과목,[12과사01-01],"인류 문명의 탄생 과정에서 인류의 지혜가 담긴 과학적 사례를 발견하고, 이를 통해 과학이 인류 문명의 형성 과정에 기여하였음을 이해할 수 있다. "
고등학교,과학의 역사와 문화,선택과목,[12과사01-02],"고대 그리스 철학자의 과학적 사고나 주장 등을 조사하고, 그리스 문명이 고대에서 현대에 이르기까지 인간의 삶에 미친 영향을 설명할 수 있다. "
고등학교,과학의 역사와 문화,선택과목,[12과사01-03],"중세 시대 유럽과 중동 지역을 중심으로 종교나 문화가 과학에 기여한 바를 이해하고, 고대 그리스의 과학과 중세 과학의 특징을 비교할 수 있다. "
고등학교,과학의 역사와 문화,선택과목,[12과사01-04],"르네상스와 과학혁명이 일어난 사회문화적 배경을 조사하고, 과학과 예술 사이의 융합적 사례를 설명할 수 있다. "
고등학교,과학의 역사와 문화,선택과목,[12과사01-05],과학 지식의 형성 과정에서 과학자의 신념이나 세계관이 영향을 준 사례를 조사하여 발표할 수 있다. 
고등학교,과학의 역사와 문화,선택과목,[12과사02-01],상대성 이론 등과 같은 현대 과학의 등장이 당시의 사회문화에 끼친 영향을 이해함으로써 과학의 사회적 가치를 느낄 수 있다. 
고등학교,과학의 역사와 문화,선택과목,[12과사02-02],"현대 과학의 등장 과정에서 나타난 과학자들의 논쟁이나 토론 사례를 조사하고, 과학적 의사소통에서 지켜야 할 규범과 태도를 이해할 수 있다. "
고등학교,과학의 역사와 문화,선택과목,[12과사02-03],"현대 예술 작품이나 건축물에 과학적 원리가 적용된 사례를 조사하고, 과학과 문화의 관련성을 추론할 수 있다. "
고등학교,과학의 역사와 문화,선택과목,[12과사02-04],"감염병이 사회에 영향을 미친 대표적인 사례를 찾고, 과학이 사회 문제 해결에 기여함을 인식할 수 있다. "
고등학교,과학의 역사와 문화,선택과목,[12과사02-05],"과학기술이 교통수단의 발달에 미친 영향을 인식하고, 교통수단의 발전이 가져올 미래 사회의 변화를 예측할 수 있다. "
고등학교,과학의 역사와 문화,선택과목,[12과사02-06],산업혁명 이후 나타난 과학기술이 인류 문명에 미친 긍정적 효과와 부정적 효과에 대해 토론할 수 있다. 
고등학교,과학의 역사와 문화,선택과목,[12과사03-01],"과학기술의 발전을 통해 새롭게 나타난 문화적 변화를 찾아보고, 과학을 주제로 하는 예술 작품이나 콘텐츠를 제작하여 발표할 수 있다. "
고등학교,과학의 역사와 문화,선택과목,[12과사03-02],"일상생활이나 미디어에서 사용되는 과학 용어를 조사하고, 과학 용어가 우리 사회에 미치는 파급효과를 설명할 수 있다. "
고등학교,과학의 역사와 문화,선택과목,[12과사03-03],과학기술의 발전이 음악에 영향을 끼친 사례를 탐색하고 인공지능으로 음악을 창작하거나 로봇을 활용한 연주를 통해 과학의 심미적 가치를 느낄 수 있다. 
고등학교,과학의 역사와 문화,선택과목,[12과사03-04],인간과 기계 사물 등을 연결하는 과학기술의 발전 동향을 파악하고 미래 사회의 변화를 예측할 수 있다.
고등학교,과학의 역사와 문화,선택과목,[12과사03-05],"가상 현실이나 증강 현실을 활용한 우리 주변의 사례를 조사하고, 이러한 기술이 미래 사회에 미칠 수 있는 영향에 대해 토론할 수 있다. "
고등학교,과학의 역사와 문화,선택과목,[12과사03-06],집단적 의사결정을 통해 과학기술과 관련된 사회적 문제를 해결한 사례를 조사하여 과학기술에 대한 시민의 이해와 균형 있는 가치 판단의 필요성을 인식할 수 있다. 
고등학교,기후변화와 환경생태,선택과목,[12기환01-01],"날씨와 기후의 특성을 이해하고, 이를 비교하여 설명할 수 있다. "
고등학교,기후변화와 환경생태,선택과목,[12기환01-02],기후시스템이 유지되는 되먹임 과정을 이해하고 생물권과 다른 권역 간 상호작용을 설명할 수 있다. 
고등학교,기후변화와 환경생태,선택과목,[12기환01-03],기후변화가 생태계와 우리의 생활환경에 영향을 미친 사례를 조사하여 발표할 수 있다. 
고등학교,기후변화와 환경생태,선택과목,[12기환02-01],"기후위기가 일어나는 주요 원인을 이해하고, 기후위기의 심각성을 인식할 수 있다. "
고등학교,기후변화와 환경생태,선택과목,[12기환02-02],빙상의 융해와 열팽창으로 인한 해수면 상승을 기후변화와 연계하여 설명할 수 있다. 
고등학교,기후변화와 환경생태,선택과목,[12기환02-03],극한 기상 현상의 종류와 원인을 이해하고 극한 기상 현상이 환경생태에 미친 영향을 사례를 들어 설명할 수 있다. 
고등학교,기후변화와 환경생태,선택과목,[12기환02-04],"기후변화 시나리오에 따른 미래 생태계 변화 예측 보고서를 찾아보고, 미래의 기후와 생태계의 변화 양상을 추론할 수 있다. "
고등학교,기후변화와 환경생태,선택과목,[12기환02-05],"꽃의 개화 시기 변화 자료를 조사하고, 꽃의 개화 시기 변화가 우리 생활에 끼치는 영향을 추론할 수 있다. "
고등학교,기후변화와 환경생태,선택과목,[12기환02-06],꿀벌을 비롯한 곤충의 개체 수 감소 원인을 기후변화와 연계하여 설명할 수 있다. 
고등학교,기후변화와 환경생태,선택과목,[12기환02-07],"수생태계의 물꽃 현상을 이해하고, 기후변화가 수생태계의 생물다양성에 끼치는 영향을 추론할 수 있다. "
고등학교,기후변화와 환경생태,선택과목,[12기환02-08],모기나 파리와 같은 곤충 매개 감염병이 새롭게 출현하거나 급격히 확산되는 현상을 기후변화와 연계하여 설명할 수 있다. 
고등학교,기후변화와 환경생태,선택과목,[12기환03-01],"산호의 멸종으로 인한 백화현상의 예를 통해 기후변화가 해양생태계에 미치는 영향을 살펴보고, 바다 사막화를 예방하거나 복원할 수 있는 과학기술의 사례를 제시할 수 있다. "
고등학교,기후변화와 환경생태,선택과목,[12기환03-02],"기후변화에 따라 가속화되는 사막화, 대형산불, 지역적 가뭄과 홍수 등을 이해하고, 이를 극복하기 위한 인류의 노력에 대해 토의할 수 있다. "
고등학교,기후변화와 환경생태,선택과목,[12기환03-03],"탄소중립 사회를 이루기 위한 탄소 저감 관련 과학기술 개발 현황을 알아보고, 이의 적용 사례를 제시할 수 있다. "
고등학교,기후변화와 환경생태,선택과목,[12기환03-04],"기후위기와 환경생태 변화에 대응하기 위한 국제사회의 노력을 알아보고, 민주 시민으로서 참여 방안을 제안할 수 있다. "
고등학교,융합과학 탐구,선택과목,[12융탐01-01],"과학이 다양한 분야와 연계하여 인류 사회의 문제해결에 기여하였음을 이해하고, 융합적 탐구의 유용성을 느낄 수 있다. "
고등학교,융합과학 탐구,선택과목,[12융탐01-02],"예술에서의 창작이나 사회과학적 탐구 과정을 이해하고, 과학적 탐구 과정과의 공통점과 차이점을 비교할 수 있다. "
고등학교,융합과학 탐구,선택과목,[12융탐01-03],"과학적 탐구 과정에서 사용되는 다양한 데이터의 종류를 이해하고, 지식의 창출 과정에서 데이터의 가치와 중요성을 인식할 수 있다. "
고등학교,융합과학 탐구,선택과목,[12융탐01-04],"인공지능을 포함한 디지털 탐구 도구나 기술의 활용 사례를 조사하고, 과학적 탐구 과정에서 디지털 탐구 도구와 기술 활용의 의의를 평가할 수 있다. "
고등학교,융합과학 탐구,선택과목,[12융탐02-01],실생활에서 관찰이나 경험을 통해 직접 얻은 데이터나 공개된 데이터를 가공하여 융합적 탐구 문제를 스스로 발견할 수 있다. 
고등학교,융합과학 탐구,선택과목,[12융탐02-02],"융합적 탐구 문제해결을 위한 가설이나 모형을 고안하고, 문제를 해결할 수 있는 방법을이나 절차 등을 설계할 수 있다. "
고등학교,융합과학 탐구,선택과목,[12융탐02-03],"디지털 탐구 도구를 포함한 다양한 도구를 활용하여 데이터를 수집하고, 수집한 데이터의 타당성과 신뢰성을 평가할 수 있다. "
고등학교,융합과학 탐구,선택과목,[12융탐02-04],융합적 탐구 과정을 통해 얻은 데이터를 탐구 목적이나 맥락에 맞게 시각 자료로 표현할 수 있다. 
